@relation 'random2.csv'

@attribute name string
@attribute timestamp numeric
@attribute Feature1 numeric
@attribute Feature2 numeric
@attribute Feature3 numeric
@attribute Feature4 numeric
@attribute Feature5 numeric
@attribute Feature6 numeric
@attribute Feature7 numeric
@attribute Feature8 numeric
@attribute Feature9 numeric
@attribute Feature10 numeric

@data
01.wav,4.540000,4.289814,4.992387,0.126294,4.289345,2.713870,6.463497,2.772476,1.343462,3.062176,5.195350
01.wav,4.560000,5.164219,0.618579,2.527937,2.338983,4.024128,3.616163,1.973046,4.393166,4.913527,1.622405
01.wav,4.580000,1.798076,4.377650,4.625218,1.258499,6.630954,7.286220,4.142761,3.654117,3.332661,5.096282
01.wav,4.600000,5.656199,3.417254,0.063193,2.340924,4.650649,4.203004,5.352729,2.539854,5.979300,5.405585
01.wav,4.620000,0.985717,0.823454,4.290660,1.659600,2.846695,3.092226,5.150940,2.912925,5.565868,3.971501
01.wav,4.640000,0.865575,4.376985,3.865458,2.829785,5.349363,5.875581,2.048332,3.329035,2.975537,3.627322
01.wav,4.660000,4.311715,3.850602,3.132495,1.462573,4.721770,3.300402,3.825513,2.303761,6.655650,5.906697
01.wav,4.680000,2.925424,1.694887,0.083099,2.117868,4.797948,4.909537,5.802759,4.068820,5.618445,1.192383
01.wav,4.700000,4.536923,0.714699,0.204627,2.728325,4.932743,4.979360,3.972292,3.369592,4.140485,2.361286
01.wav,4.720000,2.589586,1.656474,1.305705,5.194541,3.393015,6.390937,1.948417,3.800869,6.641850,1.641819
01.wav,4.740000,2.917990,2.076922,4.341903,5.062590,4.715240,5.538018,3.184153,2.092032,5.286157,2.915783
01.wav,4.760000,3.888024,0.970365,2.209843,4.629991,5.613694,6.891628,1.830571,4.185248,2.968258,2.967408
01.wav,4.780000,1.932701,3.896080,3.908552,1.606668,6.571535,5.700018,4.589060,1.510460,3.281943,4.867196
01.wav,4.800000,4.214749,0.810454,1.883686,4.079721,4.972563,5.874668,1.671681,2.397360,5.354207,1.340256
01.wav,4.820000,5.388605,4.898659,3.592564,1.584019,5.355549,5.298239,2.061749,2.257256,6.128087,5.215286
01.wav,4.840000,5.714467,3.127565,1.217882,5.161352,5.372741,3.482530,4.502640,2.069783,3.311645,5.927460
01.wav,4.860000,5.829049,4.638045,1.456425,1.293343,6.194717,6.682738,2.712372,4.522437,3.443526,2.777211
01.wav,4.880000,1.494336,0.431952,3.844190,3.231117,6.072050,2.519606,6.301035,3.551479,2.176654,2.368194
01.wav,4.900000,5.801327,0.429625,0.556876,3.873624,5.437393,4.779633,5.531368,4.496661,4.400720,2.253361
01.wav,4.920000,4.814981,1.983402,2.033180,4.547932,5.161220,4.338310,4.389577,3.718048,6.070931,4.803916
01.wav,4.940000,3.855930,2.011499,1.430722,4.449012,3.750921,4.105104,6.383336,1.942702,6.074020,4.880067
01.wav,4.960000,3.296078,3.430207,3.391571,0.804074,4.087728,5.524818,5.939582,3.250043,4.974467,4.970788
01.wav,4.980000,4.324776,3.096434,2.520246,1.400625,6.437394,4.007379,4.211264,1.242279,3.476470,3.189231
01.wav,5.000000,1.139665,3.042290,0.806235,0.866415,3.813812,5.373157,5.409936,1.682316,6.174595,4.037936
01.wav,5.020000,4.201147,1.989387,1.180001,5.618945,5.634235,3.312977,6.037912,6.172913,4.001514,5.051086
01.wav,5.040000,5.814064,2.830085,2.145412,1.478631,4.892246,4.965325,5.718182,2.795794,6.521331,1.986078
01.wav,5.060000,2.486646,2.432365,3.983180,0.814510,2.719579,3.325961,4.734335,3.629875,6.815144,3.793150
01.wav,5.080000,1.247270,4.342530,2.500884,3.396361,5.139179,4.442630,5.028042,1.770912,2.856231,2.196255
01.wav,5.100000,4.512774,1.725765,4.432817,2.253967,6.410104,4.524934,6.431523,4.813894,6.805041,2.815858
01.wav,5.120000,2.297948,2.855345,1.300987,5.038678,7.231803,7.146597,2.411024,4.165069,6.316559,5.171046
01.wav,5.140000,3.182176,4.854502,1.149502,1.630682,3.769404,7.136229,4.460279,5.095933,3.172394,1.270829
01.wav,5.160000,5.678863,4.771484,2.704060,2.113870,2.968977,6.297163,4.712870,3.364065,2.378906,2.051646
01.wav,5.180000,0.862215,3.355238,0.411244,3.709104,5.408827,3.458908,3.499105,1.983999,5.217410,4.191021
01.wav,5.200000,3.467767,0.380259,2.134161,1.448098,4.942830,6.244405,1.943594,5.655469,4.347106,4.012837
01.wav,5.220000,5.358349,0.800815,4.122591,3.450352,7.160487,6.717111,4.823869,1.813563,2.566862,2.885263
01.wav,5.240000,5.396473,5.038254,4.713523,2.323452,7.137789,3.824453,4.895353,1.801883,2.656919,5.272408
01.wav,5.260000,1.071403,1.831264,4.817930,1.382798,2.634319,6.382129,5.851271,5.708689,5.367197,2.258616
01.wav,5.280000,3.212980,2.058826,2.703833,4.071100,4.341714,4.817870,2.796196,3.292200,3.613584,5.456408
01.wav,5.300000,1.514437,3.568156,0.073067,1.785102,7.067166,3.871578,5.541787,4.466821,2.577125,4.500894
01.wav,5.320000,4.008538,2.503703,1.788339,4.211711,7.394905,4.106263,4.850842,4.897444,5.570576,4.434583
01.wav,5.340000,5.294203,2.759402,0.922161,2.589966,6.370108,6.112949,1.636815,2.076061,2.032487,5.981196
01.wav,5.360000,4.692458,0.388457,2.563962,2.169083,4.229239,4.561153,4.006739,4.946771,6.924207,1.291013
01.wav,5.380000,1.414718,3.965968,3.343221,1.781709,5.359212,6.866900,1.708784,1.833602,2.744644,3.895108
01.wav,5.400000,1.120432,1.083668,0.083609,2.505629,4.408414,4.353484,5.828016,1.331256,6.239332,1.693999
01.wav,5.420000,2.317711,3.027483,3.206704,2.929658,4.920955,4.724001,3.946080,4.922809,5.811225,2.146031
01.wav,5.440000,5.078448,1.287223,1.474950,4.560097,3.884226,4.913876,3.944631,5.353547,4.532984,2.495076
01.wav,5.460000,4.291398,2.688199,0.274028,0.805023,3.249581,3.191542,4.186656,4.154387,3.882994,5.183824
01.wav,5.480000,5.538633,0.517108,1.323025,4.814367,4.590056,4.412603,4.675728,3.402350,2.071976,1.279410
01.wav,5.500000,2.318030,4.603858,2.635056,4.447112,4.125002,5.105486,4.006698,1.886210,5.815546,3.763250
01.wav,5.520000,0.879820,3.304124,2.381529,1.509940,6.172102,4.637116,2.227254,4.218134,3.018541,2.021939
01.wav,5.540000,4.415845,4.097969,4.124080,2.702578,5.160518,7.230981,3.745217,4.285572,6.346415,5.603622
01.wav,5.560000,2.343479,0.674227,2.052548,5.235252,6.607143,4.022503,3.991496,3.168535,2.766489,5.134979
01.wav,5.580000,2.943565,0.643596,1.521511,4.038834,2.878361,6.129677,5.234643,3.177400,6.450101,6.008986
01.wav,5.600000,2.449163,2.246509,3.430133,0.820253,2.719422,3.568795,4.283288,5.898456,2.767641,2.642346
01.wav,5.620000,3.538437,3.474934,0.405099,0.996443,6.078119,4.268964,3.170373,3.027494,4.394994,3.626444
01.wav,5.640000,3.394596,2.460926,4.288159,3.367986,4.035405,5.953435,1.875151,4.612673,5.204431,1.164871
01.wav,5.660000,4.497075,3.483306,1.677603,3.744345,5.710549,5.070237,4.109538,3.758221,3.760519,4.267357
01.wav,5.680000,2.306409,1.850701,0.128972,2.647028,3.546744,6.454532,2.674075,4.192696,5.194043,1.257707
01.wav,5.700000,4.125029,4.065548,1.952610,2.990686,3.922833,4.969115,3.650217,4.947195,6.567284,1.545030
01.wav,5.720000,3.616857,1.277721,3.632841,2.939967,3.197502,6.323345,5.878906,4.186839,6.887337,1.260170
01.wav,5.740000,3.253096,1.778633,3.039367,5.225127,4.600890,2.978965,3.688451,4.150342,3.818903,3.517489
01.wav,5.760000,2.225012,0.806330,0.824378,1.487897,5.759649,2.448965,3.380386,5.032603,6.254610,4.937661
01.wav,5.780000,4.540864,3.721984,4.310232,4.363837,2.436649,3.412884,6.055438,5.588336,2.767598,3.065872
01.wav,5.800000,4.966440,3.931707,3.914351,3.505024,6.789906,5.675733,6.426873,6.061021,2.142514,5.145265
01.wav,5.820000,2.209007,2.710141,2.879404,2.218595,2.874851,4.633328,5.764464,2.095165,4.913813,5.779960
01.wav,5.840000,3.415203,3.344041,4.302328,1.002747,4.386808,3.377838,4.981182,2.760685,6.061581,1.227118
01.wav,5.860000,0.853719,4.691001,4.147274,5.085352,5.820537,4.491619,5.669034,2.711071,3.199767,1.487320
01.wav,5.880000,2.672875,3.634743,3.941095,4.524474,3.166000,2.633353,2.965469,5.231312,4.427839,2.907779
01.wav,5.900000,2.362912,1.435510,1.177544,4.878783,6.292628,6.333583,1.806805,3.883181,2.128544,1.700321
01.wav,5.920000,3.035673,0.585057,3.277936,2.168745,3.014486,6.364454,2.610357,5.167543,6.552266,5.317590
01.wav,5.940000,3.090206,2.965155,0.356524,1.663899,3.848615,2.649374,4.954745,2.370112,6.265291,2.076510
01.wav,5.960000,2.593899,2.913169,4.553094,1.082594,5.659006,6.659652,4.246533,4.896333,5.382709,5.412187
01.wav,5.980000,2.064311,3.162604,1.506901,3.582870,7.106597,5.119010,5.479117,4.933918,4.811481,5.230216
01.wav,6.000000,5.196475,0.932226,2.658380,2.327505,5.704650,3.632878,5.077732,1.435857,3.038128,4.585248
01.wav,6.020000,4.900371,5.092492,3.031519,3.961061,5.714697,4.493648,4.405755,5.139217,4.205124,3.273464
01.wav,6.040000,5.463559,1.860596,0.894571,1.218648,5.916720,3.171896,2.334491,6.122733,4.123164,2.300145
01.wav,6.060000,2.032088,2.321684,4.171730,1.750445,5.514396,6.378407,2.132605,4.494645,4.229006,1.369695
01.wav,6.080000,2.970727,3.548235,1.933653,3.641594,3.170567,7.067030,1.903715,3.965288,6.432422,1.580835
01.wav,6.100000,5.478974,3.499780,1.866330,2.432470,6.083889,4.247822,4.244945,4.519519,6.461170,4.828845
01.wav,6.120000,1.064508,1.524153,2.456467,2.875401,5.949533,3.171210,6.181973,4.058737,6.330202,5.453407
01.wav,6.140000,3.160944,0.859882,0.264857,5.647969,6.210648,3.680307,3.666647,2.079690,4.001488,5.305225
01.wav,6.160000,2.991367,0.308842,2.291263,1.426147,5.841202,5.432624,5.788789,1.329157,2.628347,2.992667
01.wav,6.180000,5.734045,4.469603,1.306663,5.590830,4.824418,6.001087,2.641013,2.502321,3.202305,5.469860
01.wav,6.200000,4.393103,1.881620,1.389582,3.360547,4.622850,3.395638,2.326288,6.115404,3.295839,3.371678
01.wav,6.220000,5.427942,4.740303,2.247189,0.741488,6.140787,4.819366,2.646327,4.994034,3.326718,2.564773
01.wav,6.240000,3.881045,2.887216,3.684242,4.759404,6.387802,4.226178,5.527359,5.883605,4.612240,1.677351
01.wav,6.260000,4.630812,3.850467,2.087099,0.914884,7.325546,4.737166,2.308703,3.549662,3.922843,3.698565
01.wav,6.280000,2.603145,2.691847,1.154660,4.533313,4.476364,3.600342,2.694937,5.209972,2.609029,2.387276
01.wav,6.300000,4.454999,0.816661,1.892408,2.237065,4.974440,4.783609,3.322225,4.692549,4.299485,2.866384
01.wav,6.320000,1.771419,0.676715,4.936877,4.043300,5.719287,6.638441,5.106851,2.355666,2.720258,1.321031
01.wav,6.340000,5.624363,4.512237,4.277431,1.059570,6.685976,2.803821,4.289429,5.379697,3.478070,2.210894
01.wav,6.360000,4.438639,3.912408,1.634822,3.221636,2.588022,4.705219,3.032868,5.180730,5.889617,4.849718
01.wav,6.380000,2.853072,1.426681,4.570957,3.720882,2.966796,6.291885,5.837788,1.776629,4.252339,5.393262
01.wav,6.400000,4.629375,1.367678,4.946139,3.069207,5.884770,4.196371,2.521842,4.756873,4.017472,4.556859
01.wav,6.420000,1.551489,4.423578,2.844893,4.365006,6.163932,3.357914,2.382399,1.682793,3.972662,2.991808
01.wav,6.440000,1.338630,0.160269,0.157696,4.170766,3.448832,6.761895,1.974752,1.624586,2.166360,1.074156
01.wav,6.460000,1.823233,1.598003,3.227208,1.582017,4.509209,5.043417,3.143385,2.849977,2.502332,1.174112
01.wav,6.480000,3.131495,2.986616,4.173635,3.129057,4.428208,5.823731,6.405507,4.149612,2.916161,2.067132
01.wav,6.500000,1.850087,4.864562,4.827276,0.992729,3.306223,3.872459,6.056483,6.027137,3.486004,3.886242
01.wav,6.520000,4.834042,2.962034,0.160258,2.011352,4.547052,3.672617,3.396138,6.037974,3.140417,3.287800
01.wav,6.540000,3.687215,2.820922,3.282409,5.635345,5.486481,3.907561,2.258317,5.241790,4.412169,4.653607
01.wav,6.560000,0.920409,2.426096,2.356838,5.488919,7.102484,6.268305,2.825034,3.128516,4.520981,4.301735
01.wav,6.580000,4.431393,1.578782,3.135764,0.754456,5.759761,5.733570,1.852904,2.609818,2.997917,3.890607
01.wav,6.600000,1.888146,2.837569,0.472852,3.426700,3.218830,2.554383,2.255331,5.327961,4.821065,5.272288
01.wav,6.620000,1.445412,0.770075,1.183264,5.330972,3.527688,3.459125,5.509121,4.396487,5.733398,5.548840
01.wav,6.640000,3.311129,4.978013,1.657870,3.910678,5.727935,2.893529,6.412587,4.433674,2.791310,3.441644
01.wav,6.660000,2.757834,0.502074,3.888709,4.486682,6.776084,5.439392,2.402797,5.297196,2.907173,4.877892
01.wav,6.680000,2.576683,4.726839,1.748202,1.079579,6.758818,4.981519,2.077045,2.221985,6.044634,3.739830
01.wav,6.700000,3.733076,3.495565,2.438438,4.658339,6.964823,2.655337,6.183232,4.044098,3.282399,1.449059
01.wav,6.720000,1.953823,2.002372,4.428178,2.563948,5.705264,7.132251,4.857719,5.316453,2.288829,5.746500
01.wav,6.740000,4.377458,1.588534,3.217604,0.919557,3.239853,2.434636,2.254163,4.569385,3.735966,5.217111
01.wav,6.760000,2.200861,5.016614,0.376296,4.620178,5.181895,5.420987,5.483447,2.751595,4.467451,4.617075
01.wav,6.780000,5.644335,2.314786,2.960385,1.387964,6.474132,5.369068,4.670340,2.593099,6.493818,3.667335
01.wav,6.800000,4.408669,0.897555,2.321090,4.179572,7.107680,6.077844,4.552833,5.912726,3.037971,1.155833
01.wav,6.820000,0.869418,4.793157,5.005104,5.388456,2.518750,3.590245,3.133512,4.045677,2.661671,4.400724
01.wav,6.840000,2.658950,0.838060,0.738645,3.630279,6.352519,3.705837,5.468044,3.173698,6.316662,4.422790
01.wav,6.860000,1.249005,4.689436,3.487504,3.341914,5.621590,6.672395,6.030197,4.465507,5.245294,3.309059
01.wav,6.880000,2.197791,4.788502,4.191100,4.804081,4.362694,4.752864,2.861979,1.833402,5.087628,5.170634
01.wav,6.900000,2.334434,4.473593,1.942341,5.076790,2.597640,3.794024,3.693061,3.516799,2.114515,5.535606
01.wav,6.920000,2.381893,1.622939,3.108874,2.470439,4.505943,5.683539,4.355211,3.619462,2.100980,5.448888
01.wav,6.940000,1.421468,5.072537,0.107563,1.088073,4.179672,5.771693,2.427131,3.097698,5.815582,4.389681
01.wav,6.960000,5.601700,1.578774,1.532523,0.902461,7.330858,6.738618,6.281369,3.316354,4.237480,2.919764
01.wav,6.980000,4.739725,1.417252,3.831794,2.967649,3.882540,2.517913,1.950555,2.882006,4.156083,5.587954
01.wav,7.000000,4.257929,2.670150,3.411814,0.810961,3.998569,3.344138,2.904415,5.545427,3.737886,1.984990
01.wav,7.020000,3.488596,1.999659,5.006371,5.127854,5.141792,6.641940,3.419289,4.639434,3.176257,4.817601
01.wav,7.040000,4.777900,4.454810,2.527765,3.051416,3.968561,5.281954,5.640066,5.586102,4.116790,4.511461
01.wav,7.060000,3.422359,0.478003,5.010013,2.806907,6.012788,5.237909,2.599959,5.304632,5.413893,4.929997
01.wav,7.080000,1.874822,3.861609,0.974716,4.428211,3.852575,5.041291,5.179659,1.606124,2.816853,4.958435
01.wav,7.100000,3.268781,0.358708,4.117823,3.247944,2.829303,3.722859,3.664575,5.749387,4.883413,3.278033
01.wav,7.120000,1.323806,1.306781,1.150043,5.041083,6.486011,6.525447,4.791036,1.988634,5.155392,2.384867
01.wav,7.140000,1.550469,4.941883,3.763711,0.726731,6.051194,3.160020,2.876000,5.265775,5.238832,5.630845
01.wav,7.160000,3.540433,4.688750,0.083259,4.844594,3.916147,3.096434,3.742390,4.583704,4.306392,1.376462
01.wav,7.180000,0.856137,3.238823,1.300532,0.668941,7.080983,4.977908,1.809396,2.817766,5.373123,2.972170
01.wav,7.200000,3.004890,5.022352,2.186443,1.798064,5.449366,3.456400,3.061009,4.326524,3.024528,1.714155
01.wav,7.220000,1.138356,4.964802,4.113622,0.943678,5.710350,3.501739,2.431450,4.832420,5.221971,1.282079
01.wav,7.240000,3.975120,0.579772,4.241509,2.051528,6.485387,3.341992,5.491824,2.566330,2.474900,4.276196
01.wav,7.260000,4.350679,0.253378,0.738474,4.699145,2.924987,3.271185,3.424193,4.818432,4.744922,2.429779
01.wav,7.280000,5.057695,0.360264,1.592992,4.537231,3.113337,2.536091,2.366560,3.187218,4.157887,2.526086
01.wav,7.300000,2.832692,3.482579,4.922988,2.844060,2.825160,7.010841,1.589609,2.784486,1.978351,4.674876
01.wav,7.320000,1.051018,4.253366,3.505533,2.654613,5.932800,2.451137,4.413070,4.361753,3.376555,5.646384
01.wav,7.340000,3.388570,1.743594,4.010767,1.877028,6.626674,5.759077,2.790299,4.799402,2.294761,2.942046
01.wav,7.360000,3.227445,2.456552,2.939602,1.479771,3.929131,3.739763,2.311014,3.865143,6.791616,4.661732
01.wav,7.380000,3.932100,0.605527,4.010105,3.242910,3.960320,3.992759,2.511080,5.056561,5.634302,2.872067
01.wav,7.400000,5.333485,0.892017,3.199802,1.488083,3.562079,6.266195,2.067303,5.959104,3.418490,2.099935
01.wav,7.420000,4.443821,3.699510,4.643862,1.353216,4.719222,4.332176,5.042078,3.585707,3.739804,3.483435
01.wav,7.440000,5.693989,2.945218,3.412418,2.907657,4.305292,6.081891,6.329828,2.324271,5.027137,5.755483
01.wav,7.460000,3.490670,3.890713,4.411197,2.727859,3.394393,5.037085,5.362711,5.116309,5.472311,2.841665
01.wav,7.480000,5.733813,4.541401,4.664602,2.150939,5.987096,3.827309,3.543964,2.587952,4.841386,2.589842
01.wav,7.500000,5.598763,2.874826,0.993649,3.180368,6.369819,4.904791,4.527302,1.392383,6.063367,2.490171
01.wav,7.520000,2.533565,4.821757,4.544491,0.692225,5.046816,5.433257,4.071271,4.257167,2.762859,5.041764
01.wav,7.540000,4.590681,2.408692,3.425872,2.116015,2.514882,6.498854,4.006002,2.285701,6.369658,2.423728
01.wav,7.560000,3.903471,4.497261,3.485784,0.845741,3.640990,4.145225,2.051325,5.173193,2.133031,3.263657
01.wav,7.580000,4.558280,1.848796,3.323083,3.768020,6.416031,3.764972,3.689932,6.163111,5.377086,4.665355
01.wav,7.600000,3.514013,1.341710,2.877573,1.014497,6.266854,3.087170,6.492387,4.007440,3.707734,3.940493
01.wav,7.620000,4.570384,0.529485,4.416835,1.425989,6.874504,5.793424,2.395627,3.737398,2.421969,4.829612
01.wav,7.640000,1.061789,3.940062,3.426858,1.306282,3.960196,3.392525,4.381668,3.329069,2.543005,5.084243
01.wav,7.660000,3.919338,1.890768,3.101571,2.684522,2.683627,5.306523,5.442180,5.578852,5.563917,2.042695
01.wav,7.680000,1.352982,1.376177,4.249691,3.446620,4.296473,2.683342,2.821249,3.852201,3.459750,4.031266
01.wav,7.700000,2.118175,4.252215,4.756002,4.449802,5.719833,3.959562,5.827748,2.155978,4.236521,3.868246
01.wav,7.720000,4.597662,1.646975,0.847809,0.851731,3.599102,2.723242,4.837742,2.208541,6.878354,1.775250
01.wav,7.740000,1.594399,1.507486,0.244818,4.139521,7.093081,4.132040,4.884111,5.041751,6.867941,4.798682
01.wav,7.760000,2.282340,3.907518,2.536977,4.332697,4.575586,2.782061,5.125191,5.985729,6.268228,2.061991
01.wav,7.780000,1.056859,4.808335,3.185847,2.150967,5.254191,2.782638,5.235090,3.356896,3.210823,4.052450
01.wav,7.800000,4.153624,3.697012,5.021985,5.266592,4.751469,4.800998,6.057588,2.287058,2.213971,3.844730
01.wav,7.820000,3.402310,0.933219,1.637636,3.604745,6.773511,2.495738,4.742066,2.972137,6.538010,5.569232
01.wav,7.840000,3.554539,3.375420,2.418103,1.219467,6.667149,2.924117,4.121901,5.703989,4.460888,1.649844
01.wav,7.860000,3.820562,1.831243,4.210177,2.588813,3.797248,3.819273,5.922455,1.367816,4.016287,3.861703
01.wav,7.880000,4.268991,1.583221,2.095196,3.059525,4.601271,5.150281,4.813445,3.719795,4.625698,1.129608
01.wav,7.900000,2.479075,3.507601,2.452550,5.425147,4.151315,3.284210,5.998767,5.547723,5.504982,5.086364
01.wav,7.920000,5.215082,2.243206,2.099382,1.484093,2.834738,3.302796,2.786617,1.396465,5.949498,2.611959
01.wav,7.940000,0.898900,4.523245,4.480221,3.008311,6.879360,5.382535,2.766048,5.331550,3.165428,2.810544
01.wav,7.960000,4.950938,2.361482,4.530555,1.837598,5.125328,5.698409,3.773835,4.433550,3.157139,1.661367
01.wav,7.980000,3.823088,3.831717,1.119081,1.519725,7.258028,5.161318,3.013001,1.291654,4.967217,6.002676
01.wav,8.000000,5.772533,0.167988,2.659737,3.676062,6.037277,6.133212,4.836363,2.575295,6.549084,5.481880
01.wav,8.020000,2.274206,4.706953,3.561378,3.766372,2.884481,3.521102,1.744028,2.535732,4.580633,4.942059
01.wav,8.040000,3.680255,0.266533,4.173973,4.219460,6.191315,3.925007,5.364191,1.285182,3.113711,3.318860
01.wav,8.060000,1.169672,4.016434,0.813131,5.443582,6.901755,6.013000,5.562299,3.705939,4.366416,5.045411
01.wav,8.080000,2.412893,0.992511,2.576409,3.709031,5.108413,3.218374,4.653706,4.496137,1.993642,2.968708
01.wav,8.100000,1.151706,3.565084,2.675938,1.775271,3.144865,5.358973,2.574660,5.404625,6.399673,2.015680
01.wav,8.120000,1.900342,1.044507,2.238988,2.010013,6.628513,2.754496,3.134532,6.091808,5.427574,1.273618
01.wav,8.140000,4.012901,1.312154,3.094513,2.876687,6.941592,4.480715,4.274382,6.069043,3.812821,3.353176
01.wav,8.160000,4.596882,1.027999,2.732575,0.891264,5.553127,4.276108,4.949576,2.897486,2.493733,1.413278
01.wav,8.180000,3.372272,2.794427,0.294046,1.426660,4.184489,5.266600,5.568036,2.954822,6.273006,2.212386
01.wav,8.200000,1.161496,1.866044,2.936080,1.006680,2.710049,6.982396,1.693967,4.883174,5.757235,1.266755
01.wav,8.220000,5.003571,0.962200,0.404931,5.256594,4.743799,5.178183,4.133260,4.118558,4.866784,5.207549
01.wav,8.240000,2.560755,3.164389,2.813467,1.369090,4.611106,6.072906,1.813527,4.275644,2.410856,3.211755
01.wav,8.260000,1.763875,2.872990,2.788424,2.462608,2.921070,2.770771,1.561432,3.175224,5.913404,4.719174
01.wav,8.280000,2.603792,1.314972,4.460981,5.128749,3.898795,6.106185,1.712117,3.282166,4.897196,4.622912
01.wav,8.300000,1.531837,4.324618,0.273534,3.956330,5.016508,5.668874,1.548528,5.968726,5.621326,4.990765
01.wav,8.320000,1.100185,1.003470,2.671598,3.786273,3.589887,6.398534,4.954032,2.320368,5.259080,3.354929
01.wav,8.340000,3.403742,2.188687,0.579359,5.442295,2.729912,6.088933,3.060261,1.871703,2.301359,2.666300
01.wav,8.360000,4.840792,1.638864,4.848768,3.502945,7.208391,7.419289,4.723603,3.555244,6.036249,4.652355
01.wav,8.380000,2.073471,3.269773,4.296785,2.086199,5.859672,7.365864,6.375960,5.050956,2.104008,5.460289
01.wav,8.400000,0.999626,2.628565,3.422860,1.408544,5.737354,4.264679,3.727209,5.932954,2.342055,1.794491
01.wav,8.420000,1.001414,3.175165,1.741927,5.524273,2.491256,3.018622,3.194536,2.494574,2.956714,2.031290
01.wav,8.440000,0.922586,4.931912,0.384634,3.911424,5.356409,4.008904,3.311921,4.122986,3.972617,1.840738
01.wav,8.460000,3.992047,2.072975,2.487672,3.380846,4.387760,6.242715,2.484743,4.250184,4.235052,4.220532
01.wav,8.480000,1.840269,0.754488,1.181360,3.557074,6.781719,3.656176,4.635141,3.908311,4.941735,1.747834
